Standard_Bangla,dialect_speech,English_translation
অপিসের মেয়েদের না চুদে তুর মারে গিয়া চুদ তুর মা খুশি তুই ও খুশি,"অফিসের মেয়েপুয়ারে স চুদি, তুর মারে যায়েনে চুদগুই। তুইও খুশি, তুর মাও খুশি।",
অপু বিশ্বাস সাথেও সাকিব খান ছবি ভালো হয় আমি ছবিটি হিটা,অফু বিশ্বাসর ওয়ারে সাকিব খানির ছবি ভালা অয় আমি চগবিউয়্যী হিট।,
অপু মত খারাফ মেয়ের সাথে সংসার করা যায় না,অফুড্ডইল্লে হারাপ মাইফুয়ার লগে সংসার গরন ন যায়।,
অপুর জন্য অনেক কেঁদেছি আললায় যেন আললায় যেন সাকিব কে ভালো পথে আনে অপু যেন সুখী হয়,"অফু্র লাই বউত হাইন্দি, আল্লায় য্যান সাকিবুরে ভালা ফথোত আনে, অফু য্যান সুখী অয়।",
অভাব থেকে মানুষের প্রকৃতপক্ষে এটাই ধ্যান ধারণা হয়।,অবভাবত্তুন মানুষ মূলত এইল্লে অয় ।,
আর অবশেষে ফলোয়ার হারানোর ভয়ে পোস্ট খানা সেরেই ফেললেন স্যার। সব ই দেখি এক গোয়ালের গরু ���,অবশেষে ফলোয়ার হারাইবার ডরে পোশট ইয়েন সারি ফেলাইয়্যুন ।বেজ্ঞিন এক্কো গোয়ালর গরু।,
অবশেষে বাংলাদেশের মুসলিমদের চাপে ইন্ডিয়ান গানের পরিবর্তন,অবশেষে বাঙ্গালি মুসল্মান অক্কলর চাপত প[রি ইন্ডীয়ান গান চেইঞ্জ ।,
অবস তাদেখে,অবস্থা সাইয়েনে।,
তুমি কোথায় থেকে আসছো,অবা তুয়ারো ঘর হডে?,
অবাক হয়ে গেছিলাম,অবাক ওই গিয়িলাম,
অভার বালপাকনামী চুদাও। মাদারচুদের বাচ্চা তোর বয়স কত?,"অভার বালফোয়ানামী চুদোছ, মাদারচুদর বাইচ্চে তোর বয়স হত?",
