Standard_Bangla,dialect_speech,English_translation
আরেকটু বড়ো হলে কী করবে সেটাই দেখার বিষয়,আরেকটু বড় হইলে কি করবে হেইডাই দ্যাহার বিষয়,
আরেকটু বড়ো হলে কী করবে,আরেকটু বড় হইলে কি করবে?,
আরও বেশি ভালবাসা আমি দিতে চাই,আরো বেমালা ভালবাসা মুই দেতে চাই,
আলহামদুলিল্লাহ সে খুব ভালো একজন মানুষ,আলহামদুলিল্লাহ হ্যাহ খুব ভালো এউক্কা মানু,
আল্লাহ রহমতের বৃষ্টি দাও,আল্লাহ রহমতের বইষ্যা দ্যাও,
আশা করছি সব কিছু সমাধান হবে,আশা করতেয়াছি হগল কিছু সমাধান হইবে,
আশেপাশে কেউ থাকলে কল দিয়েন,আশেপাশে কেউ থাকলে ফোন দিয়েন,
,আসল কতায় আও,Come to the real issue
,আসল কতায় আও,come to the point
আসল কথায় আসা,আসল কতায় আও,
আসলেই মানুষটার প্রতি আমি মুগ্ধ,আসলেই মানুডার উপরে মুই মুগ্ধ,
কেমন আছো,আসো কোরোহম?,
ধিরে ধিরে দুর্বল হয়ে পড়লাম তার প্রতি,আস্তে আস্তে দুর্বল হইয়া পড়লাম হ্যার উপরে,
আহ্ কী চমৎকার খেলাই না দেখলাম,আহা কি চমেতকার খেলা দ্যাখলাম,
আহা যারা হেরে গেল ওদের মনে অনেক কষ্ট,আহারে যেরা হাইররা গ্যাছে অগো মনে বেমালা কষ্ট,
সামনে বসে আছে,ইউক্কু বিলোই দুয়ারের সামনে বইয়া রইছে,Sitting in front.
বসে আছে,ইউক্কু বিলোই দুয়ারের সামনে বইয়া রইছে,Sitting.
একটি বিড়াল দরজার সামনে বসে আছে,ইউক্কু বিলোই দুয়ারের সামনে বইয়া রইছে,
সামনে বসে আছে,ইউক্কু বিলোই দুয়ারের সামনে বইয়া রইছে,
