Standard_Bangla,dialect_speech,English_translation
ঘুম থেকে তাড়াতাড়ি উঠে যাও ,ঘুম তনে জলদি উঠি যাইও ,Wake up early.
তাড়াতাড়ি উঠে যাও ,জলদি উঠি যাইও ,Get up early.
উঠে যাও ,উঠি যাইও ,Get up.
তুমি তাড়াতাড়ি উঠে যাও ,তুমিতাইন জলদি উঠি যাইও ,You get up early.
আমি সকালে নাস্তা করে স্কুলে যাই ,আমি সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই ,I have breakfast and go to school.
সকালে নাস্তা করে স্কুলে যাই ,সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই ,I have breakfast and go to school.
নাস্তা করে স্কুলে যাই ,নাস্তা খাইয়া বাদে স্কুল ও যাই ,Have breakfast and go to school.
স্কুলে যাই ,স্কুল ও যাই ,Go to school.
আমাদের কাজ আছে,আমরার কাম আছে ,We have work.
তোমার কাজ আছে,তোমার কাম আছে ,You have work.
আপনার জন্য,আফনার লাগি ,For you.
তুই আজকে স্কুলে গিয়েছিলি?,তুই আজকো স্কুল ও গেছলে ,Did you go to school today?
আজকে স্কুলে গিয়েছিলি?,আজকো স্কুল ও গেছলে ,Did you go to school today?
কি কি আনব,কিতা কিতা আনতাম ,What should I bring?
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকালকু কুন্টা খাইতে ভালা লাগে না,I don’t feel like eating anything in the morning.
সকালে কিছু খেতে ভালো লাগে না,সকালকু কুন্টা খাইতে ভালা লাগে না,I don’t feel like eating anything in the morning.
কিছু খেতে ভালো লাগে না,কুন্টা খাইতে ভালা লাগে না,Don’t feel like eating anything.
খেতে ভালো লাগে না,খাইতে ভালা লাগে না,Don’t feel like eating.
ভালো লাগে না,ভালা লাগে না,Don’t like it.
লাগে না,লাগে না,Don’t like it.
আমার সকালে খেতে ভালো লাগে না,আমার সকালকু খাইতে ভালা লাগে না,I don’t feel like eating in the morning.
আমার সকালে খেতে ভালো লাগে,আমার সকালকু খাইতে ভালা লাগে,I feel like eating in the morning.
আমার সকালে কিছু খেতে ভালো লাগে ,আমার সকালকু কুন্টা খাইতে ভালা লাগে,I feel like eating something in the morning.
সকালে কিছু খেতে ভালো লাগে,সকালকু কুন্টা খাইতে ভালা লাগে ,I feel like eating something in the morning.
কিছু খেতে ভালো লাগে ,কুন্টা খাইতে ভালা লাগে ,Feel like eating something.
খেতে ভালো লাগে ,খাইতে ভালা লাগে ,Feel like eating.
ভালো লাগে ,ভালা লাগে ,Like it.
আমার প্রশ্নের জবাব দিন,আমার মাত ওর জবাব দেউকা,Answer my question.
প্রশ্নের জবাব দিন,মাত ওর জবাব দেউকা,Answer the question.
জবাব দিন,জবাব দেউকা,Answer.
আমি অসুস্থ হয়ে পড়েছিলাম,আমি অসুস্থ ওই গেছিলাম,I was sick.
অসুস্থ হয়ে পড়েছিলাম,অসুস্থ ওই গেছিলাম,Was sick.
আমি তাকে দেখতে পেলাম,আমি হেরারে দেখছি,I saw him.
তাকে দেখতে পেলাম,হেরারে দেখছি,Saw him.
দেখতে পেলাম,দেখছি,Saw.
এখানে অপেক্ষা করুন,ওনো উবাউকা,Wait here.
